net,length_um
_02738_,8.52µm
_02787_,8.52µm
_03179_,8.52µm
_04016_,8.52µm
_04038_,8.52µm
_04351_,8.52µm
_04689_,8.52µm
_04884_,8.52µm
_05561_,8.52µm
_05826_,8.52µm
_05962_,8.52µm
_06217_,8.52µm
_06313_,8.52µm
_06317_,8.52µm
_06590_,8.52µm
_06622_,8.52µm
net1565,8.52µm
_04467_,8.515µm
_02789_,8.5µm
_03926_,8.5µm
_05136_,8.5µm
_05615_,8.5µm
_01109_,8.49µm
_01662_,8.49µm
_02079_,8.48µm
_04411_,8.48µm
_04656_,8.48µm
_05126_,8.48µm
_05160_,8.48µm
_05443_,8.48µm
_00798_,8.47µm
_00928_,8.47µm
_00937_,8.47µm
_04057_,8.47µm
_04933_,8.47µm
_05110_,8.47µm
comm_mem_u0.reg_wgt_u0.Register_Weight_DataInBUS\[10\],8.47µm
_06494_,8.465µm
_03006_,8.46µm
_03019_,8.46µm
_04482_,8.46µm
_05230_,8.46µm
CNNver2_MOSI,8.46µm
_03058_,8.455µm
_03728_,8.455µm
_04943_,8.455µm
_05377_,8.45µm
_01962_,8.43µm
_03377_,8.43µm
_01648_,8.42µm
_02033_,8.42µm
_04349_,8.42µm
_04662_,8.42µm
_04319_,8.415µm
_00232_,8.41µm
_00528_,8.41µm
_01035_,8.41µm
_01056_,8.41µm
_01995_,8.41µm
_02160_,8.41µm
_03559_,8.41µm
_04074_,8.41µm
_04243_,8.41µm
_04508_,8.41µm
_05396_,8.41µm
_05681_,8.41µm
_06538_,8.41µm
_06580_,8.41µm
_06594_,8.41µm
_06630_,8.41µm
net1335,8.41µm
net1342,8.41µm
net1651,8.41µm
net1784,8.41µm
_01024_,8.4µm
_01097_,8.4µm
_01214_,8.4µm
_02942_,8.4µm
_03172_,8.4µm
net1479,8.4µm
net1806,8.4µm
net1867,8.4µm
_04967_,8.36µm
_05368_,8.36µm
_06529_,8.355µm
_00598_,8.35µm
_04535_,8.35µm
_05096_,8.35µm
_01446_,8.345µm
_04095_,8.345µm
_05296_,8.34µm
_06451_,8.335µm
_01436_,8.31µm
_01470_,8.31µm
_03760_,8.31µm
_06427_,8.31µm
_05751_,8.305µm
_02886_,8.3µm
_03309_,8.3µm
_04737_,8.3µm
_05782_,8.3µm
_01153_,8.295µm
_01326_,8.29µm
_04091_,8.29µm
_05108_,8.29µm
_05310_,8.29µm
_05810_,8.285µm
_00372_,8.28µm
_04012_,8.28µm
_04418_,8.28µm
_05203_,8.28µm
_05413_,8.28µm
_05542_,8.28µm
_06318_,8.28µm
_02144_,8.265µm
_04332_,8.265µm
_05062_,8.265µm
_01941_,8.245µm
_04137_,8.24µm
_05344_,8.24µm
_05774_,8.24µm
_01034_,8.23µm
_01264_,8.23µm
_02120_,8.225µm
_03371_,8.225µm
_01336_,8.22µm
_01588_,8.22µm
_02453_,8.22µm
_03487_,8.22µm
_03538_,8.22µm
_03979_,8.22µm
_04360_,8.22µm
_04447_,8.22µm
_04764_,8.22µm
_05695_,8.22µm
_05703_,8.22µm
_06083_,8.22µm
_06553_,8.22µm
comm_mem_u0.reg_img_u9.Register_Imag_DataInBUS\[18\],8.22µm
proc_u0.cnn_ctrl_u0.cnn_inst.state\[3\],8.22µm
comm_mem_u0.mr2_out\[6\],8.21µm
_05609_,8.205µm
_03819_,8.18µm
_02082_,8.17µm
_03344_,8.17µm
_03388_,8.17µm
_03912_,8.17µm
_04018_,8.17µm
_04489_,8.17µm
_04832_,8.17µm
_05295_,8.17µm
_05383_,8.17µm
_05758_,8.17µm
_06188_,8.17µm
_06443_,8.17µm
_06454_,8.17µm
_06548_,8.17µm
comm_mem_u0.reg_wgt_u3.Register_Weight_DataInBUS\[9\],8.17µm
_00057_,8.16µm
_00400_,8.16µm
_00631_,8.16µm
_00639_,8.16µm
_01639_,8.16µm
_01716_,8.16µm
_01758_,8.16µm
_01843_,8.16µm
_02230_,8.16µm
_02662_,8.16µm
_02667_,8.16µm
_03918_,8.16µm
_04335_,8.16µm
_04427_,8.16µm
_04826_,8.16µm
_05408_,8.16µm
_05523_,8.16µm
_05860_,8.16µm
_05980_,8.16µm
_06116_,8.16µm
_06274_,8.16µm
_06284_,8.16µm
_06344_,8.16µm
_06416_,8.16µm
_06497_,8.16µm
_06575_,8.16µm
_06607_,8.16µm
net1704,8.16µm
net1855,8.16µm
_05900_,8.15µm
_04617_,8.145µm
_05425_,8.125µm
_00021_,8.11µm
_00256_,8.11µm
_00921_,8.11µm
_00930_,8.11µm
_01622_,8.11µm
_01797_,8.11µm
_02930_,8.11µm
_03028_,8.11µm
_03290_,8.11µm
_03365_,8.11µm
_04991_,8.11µm
_05947_,8.11µm
_06660_,8.11µm
_06696_,8.11µm
comm_mem_u0.o_img_row03\[10\],8.11µm
comm_mem_u0.reg_img_u9.Register_Imag_DataInBUS\[5\],8.11µm
comm_mem_u0.reg_wgt_u0.Register_Weight_DataInBUS\[0\],8.11µm
comm_mem_u0.reg_wgt_u0.Register_Weight_DataInBUS\[7\],8.11µm
comm_mem_u0.reg_wgt_u1.Register_Weight_DataInBUS\[7\],8.11µm
comm_mem_u0.reg_wgt_u1.Register_Weight_DataInBUS\[8\],8.11µm
comm_mem_u0.reg_wgt_u3.Register_Weight_DataInBUS\[12\],8.11µm
comm_mem_u0.reg_wgt_u3.Register_Weight_DataInBUS\[4\],8.11µm
_03516_,8.1µm
_03600_,8.1µm
_04986_,8.1µm
_05963_,8.1µm
_02172_,8.095µm
_03381_,8.095µm
_05111_,8.095µm
comm_mem_u0.reg_img_u4.Register_Imag_DataInBUS\[12\],8.095µm
proc_u0.cnn_ctrl_u0.cnn_inst.cnn_inst.state\[1\],8.095µm
_03124_,8.085µm
net1522,8.085µm
_00532_,8.07µm
_01481_,8.06µm
_01520_,8.06µm
_03217_,8.06µm
_03471_,8.06µm
_04042_,8.06µm
_04149_,8.06µm
comm_mem_u0.reg_img_u4.Register_Imag_DataInBUS\[11\],8.06µm
comm_mem_u0.reg_img_u5.Register_Imag_DataInBUS\[1\],8.06µm
_04239_,8.055µm
_00022_,8.05µm
_01265_,8.05µm
_05640_,8.05µm
_06016_,8.05µm
_06478_,8.05µm
net1217,8.05µm
net1265,8.05µm
net1319,8.05µm
net1821,8.05µm
net1854,8.05µm
net1856,8.05µm
_01121_,8.04µm
_02956_,8.04µm
_03557_,8.04µm
_04811_,8.04µm
_05031_,8.04µm
_05715_,8.04µm
_06265_,8.04µm
_06278_,8.04µm
_06280_,8.04µm
_06311_,8.04µm
_06338_,8.04µm
_06362_,8.04µm
_06411_,8.04µm
_06465_,8.04µm
_06566_,8.04µm
_06579_,8.04µm
_06582_,8.04µm
_06597_,8.04µm
_06613_,8.04µm
_06624_,8.04µm
net1893,8.04µm
_03147_,8.035µm
_04108_,8.02µm
_02585_,8.01µm
_06754_,8.01µm
_04053_,8.005µm
_01476_,8µm
_01511_,8µm
_04157_,8µm
_05669_,8µm
comm_mem_u0.o_wgt_row04\[9\],8µm
comm_mem_u0.reg_img_u4.Register_Imag_DataInBUS\[3\],8µm
_02044_,7.995µm
_02175_,7.99µm
_04831_,7.99µm
comm_mem_u0.reg_img_u8.Register_Imag_DataInBUS\[19\],7.99µm
comm_mem_u0.reg_wgt_u0.Register_Weight_DataInBUS\[13\],7.99µm
_01143_,7.98µm
_02459_,7.98µm
_02979_,7.98µm
_04783_,7.98µm
net1215,7.98µm
_02625_,7.975µm
_05445_,7.97µm
_01761_,7.96µm
_02198_,7.95µm
_01554_,7.94µm
_02179_,7.94µm
_02545_,7.94µm
_02645_,7.94µm
_03517_,7.94µm
_04041_,7.94µm
_05371_,7.94µm
_05631_,7.94µm
_05870_,7.94µm
_01033_,7.93µm
_01312_,7.93µm
_02330_,7.93µm
_02331_,7.93µm
_02368_,7.93µm
_03348_,7.93µm
_03670_,7.93µm
_04641_,7.93µm
_04915_,7.93µm
_05065_,7.93µm
_05162_,7.93µm
_05220_,7.93µm
_06515_,7.93µm
_06516_,7.93µm
net1232,7.93µm
net1359,7.93µm
net1367,7.93µm
net1448,7.93µm
net1488,7.93µm
net1535,7.93µm
net1664,7.93µm
net1665,7.93µm
net1693,7.93µm
net1865,7.93µm
comm_mem_u0.o_wgt_row03\[10\],7.93µm
_03095_,7.925µm
_04528_,7.925µm
_03186_,7.92µm
_05529_,7.92µm
_02981_,7.915µm
_04554_,7.905µm
comm_mem_u0.o_img_row06\[24\],7.905µm
_03775_,7.88µm
_06601_,7.875µm
_01973_,7.87µm
_01047_,7.86µm
_02682_,7.86µm
_04433_,7.86µm
_05491_,7.855µm
_01482_,7.83µm
_02782_,7.83µm
_04738_,7.83µm
_02318_,7.825µm
_04025_,7.82µm
_01025_,7.81µm
_03727_,7.81µm
_05651_,7.81µm
_00422_,7.8µm
_03299_,7.8µm
_03408_,7.8µm
_04199_,7.8µm
_05723_,7.8µm
_06138_,7.8µm
_02946_,7.785µm
_04760_,7.785µm
_04572_,7.765µm
_05581_,7.76µm
_00419_,7.75µm
_00493_,7.75µm
_00567_,7.75µm
_00734_,7.75µm
_01040_,7.75µm
_04260_,7.75µm
_00303_,7.74µm
_01060_,7.74µm
_01524_,7.74µm
_01688_,7.74µm
_02101_,7.74µm
_02822_,7.74µm
_03036_,7.74µm
_03100_,7.74µm
_03646_,7.74µm
_03798_,7.74µm
_04847_,7.74µm
_05094_,7.74µm
_05130_,7.74µm
_05442_,7.74µm
_05658_,7.74µm
_06048_,7.74µm
_06072_,7.74µm
_06710_,7.74µm
comm_mem_u0.o_img_row07\[16\],7.74µm
comm_mem_u0.reg_img_u8.Register_Imag_DataInBUS\[11\],7.74µm
comm_mem_u0.reg_wgt_u1.Register_Weight_DataInBUS\[6\],7.74µm
comm_mem_u0.reg_wgt_u3.Register_Weight_DataInBUS\[2\],7.74µm
comm_mem_u0.reg_wgt_u4.Register_Weight_DataInBUS\[13\],7.74µm
_05645_,7.73µm
_05948_,7.73µm
_04397_,7.71µm
_04434_,7.705µm
_01557_,7.69µm
_03002_,7.69µm
_03292_,7.69µm
_03442_,7.69µm
_05259_,7.69µm
_05362_,7.69µm
_05677_,7.69µm
_06233_,7.69µm
_06308_,7.69µm
_06388_,7.69µm
_06430_,7.69µm
_06434_,7.69µm
_06435_,7.69µm
_06495_,7.69µm
_06501_,7.69µm
_06546_,7.69µm
acc1\[10\],7.69µm
comm_mem_u0.reg_wgt_u0.Register_Weight_DataInBUS\[2\],7.69µm
comm_mem_u0.reg_wgt_u0.Register_Weight_DataInBUS\[8\],7.69µm
comm_mem_u0.reg_wgt_u2.Register_Weight_DataInBUS\[13\],7.69µm
_00061_,7.68µm
_00720_,7.68µm
_01291_,7.68µm
_01562_,7.68µm
_01618_,7.68µm
_01725_,7.68µm
_01783_,7.68µm
_02201_,7.68µm
_02419_,7.68µm
_02450_,7.68µm
_02949_,7.68µm
_03185_,7.68µm
_03234_,7.68µm
_03451_,7.68µm
_03730_,7.68µm
_04415_,7.68µm
_04416_,7.68µm
_04640_,7.68µm
_04718_,7.68µm
_05195_,7.68µm
_05207_,7.68µm
_05340_,7.68µm
_05376_,7.68µm
_05435_,7.68µm
_05630_,7.68µm
_05765_,7.68µm
_05859_,7.68µm
_05885_,7.68µm
_05967_,7.68µm
_06064_,7.68µm
_06113_,7.68µm
_06268_,7.68µm
_06289_,7.68µm
_06333_,7.68µm
_06428_,7.68µm
_06466_,7.68µm
_06510_,7.68µm
_06573_,7.68µm
_06635_,7.68µm
_06712_,7.68µm
_06739_,7.68µm
_06766_,7.68µm
_06767_,7.68µm
net1126,7.68µm
net1682,7.68µm
net1839,7.68µm
net1871,7.68µm
_04024_,7.675µm
_05474_,7.675µm
_00233_,7.63µm
_00319_,7.63µm
_00322_,7.63µm
_00380_,7.63µm
_00469_,7.63µm
_00663_,7.63µm
_00782_,7.63µm
_00852_,7.63µm
_01152_,7.63µm
_01610_,7.63µm
_02245_,7.63µm
_02533_,7.63µm
_03379_,7.63µm
_04138_,7.63µm
_04234_,7.63µm
_04263_,7.63µm
_04654_,7.63µm
_04780_,7.63µm
_05033_,7.63µm
_06077_,7.63µm
_06670_,7.63µm
_06759_,7.63µm
comm_mem_u0.reg_img_u8.Register_Imag_DataInBUS\[23\],7.63µm
comm_mem_u0.reg_img_u9.Register_Imag_DataInBUS\[19\],7.63µm
comm_mem_u0.reg_wgt_u0.Register_Weight_DataInBUS\[12\],7.63µm
comm_mem_u0.reg_wgt_u0.Register_Weight_DataInBUS\[3\],7.63µm
comm_mem_u0.reg_wgt_u1.Register_Weight_DataInBUS\[13\],7.63µm
_06202_,7.625µm
_00084_,7.62µm
_01131_,7.62µm
_01169_,7.62µm
_02532_,7.62µm
_02764_,7.62µm
_02881_,7.62µm
_03307_,7.62µm
_03764_,7.62µm
_03894_,7.62µm
_04188_,7.62µm
_04950_,7.62µm
_05043_,7.62µm
_06019_,7.62µm
_06035_,7.62µm
_06047_,7.62µm
_06654_,7.62µm
CNNver2_SS_N,7.62µm
_03729_,7.615µm
_06519_,7.605µm
net1573,7.605µm
_05245_,7.58µm
_05740_,7.58µm
comm_mem_u0.o_wgt_row03\[11\],7.58µm
proc_u0.cnn_ctrl_u0.state\[8\],7.58µm
_00343_,7.57µm
_01549_,7.57µm
_02638_,7.57µm
_05283_,7.57µm
_05965_,7.57µm
net1255,7.57µm
net1368,7.57µm
net1710,7.57µm
comm_mem_u0.reg_wgt_u1.Register_Weight_DataInBUS\[2\],7.57µm
_00609_,7.56µm
_00622_,7.56µm
_01787_,7.56µm
_03183_,7.56µm
_03613_,7.56µm
_03827_,7.56µm
_03995_,7.56µm
_04859_,7.56µm
_04901_,7.56µm
_05015_,7.56µm
_05267_,7.56µm
_05866_,7.56µm
_06320_,7.56µm
_06331_,7.56µm
_06602_,7.56µm
_06608_,7.56µm
_06625_,7.56µm
net1175,7.56µm
net1521,7.56µm
net1683,7.56µm
net1720,7.56µm
_01961_,7.555µm
_04863_,7.555µm
_05700_,7.555µm
_05834_,7.555µm
_03068_,7.55µm
_04217_,7.55µm
_04549_,7.545µm
_02075_,7.54µm
_05342_,7.54µm
_02537_,7.52µm
_04455_,7.52µm
_05205_,7.52µm
_05684_,7.52µm
comm_mem_u0.reg_img_u0.Register_Imag_DataInBUS\[6\],7.52µm
_03681_,7.515µm
_00612_,7.51µm
_00971_,7.51µm
_00972_,7.51µm
_00992_,7.51µm
_02684_,7.51µm
_03158_,7.51µm
comm_mem_u0.reg_wgt_u3.Register_Weight_DataInBUS\[6\],7.51µm
_04620_,7.5µm
_05901_,7.5µm
comm_mem_u0.reg_img_u6.Register_Imag_DataInBUS\[1\],7.5µm
_02943_,7.485µm
_05191_,7.485µm
_01289_,7.47µm
_04340_,7.47µm
_00147_,7.46µm
_02316_,7.46µm
_04174_,7.46µm
_04242_,7.46µm
_05492_,7.46µm
_05590_,7.46µm
_05616_,7.46µm
_06031_,7.46µm
_01046_,7.45µm
_01063_,7.45µm
_01066_,7.45µm
_02553_,7.45µm
_03585_,7.45µm
_03664_,7.45µm
_03925_,7.45µm
_04636_,7.45µm
_05102_,7.45µm
_06340_,7.45µm
_06460_,7.45µm
_06469_,7.45µm
_06491_,7.45µm
_06550_,7.45µm
net1147,7.45µm
net1156,7.45µm
net1323,7.45µm
net1526,7.45µm
comm_mem_u0.o_wgt_row00\[9\],7.45µm
_03109_,7.445µm
_03289_,7.445µm
_03923_,7.445µm
_04453_,7.445µm
_05812_,7.445µm
_00262_,7.44µm
_01072_,7.44µm
_01135_,7.44µm
_03021_,7.44µm
_03762_,7.44µm
_04570_,7.44µm
_05472_,7.44µm
_05511_,7.44µm
_05731_,7.44µm
comm_mem_u0.o_img_row02\[22\],7.44µm
_03247_,7.41µm
_01227_,7.4µm
_02412_,7.4µm
_03298_,7.4µm
_03419_,7.4µm
_04142_,7.4µm
_05048_,7.4µm
_00703_,7.39µm
_02394_,7.39µm
_02549_,7.39µm
_06441_,7.39µm
_03110_,7.385µm
_03661_,7.385µm
_05910_,7.38µm
_05912_,7.375µm
_03187_,7.365µm
_04804_,7.35µm
_05659_,7.35µm
_05549_,7.345µm
_05415_,7.34µm
_01975_,7.33µm
_01161_,7.32µm
_02937_,7.32µm
_03825_,7.32µm
_04834_,7.32µm
_06203_,7.32µm
_06232_,7.32µm
_06720_,7.32µm
net1650,7.32µm
net1731,7.32µm
net1766,7.32µm
comm_mem_u0.reg_wgt_u2.Register_Weight_DataInBUS\[1\],7.32µm
_02797_,7.305µm
_04661_,7.3µm
_04035_,7.295µm
_05337_,7.285µm
_02517_,7.28µm
_00339_,7.27µm
_00345_,7.27µm
_00733_,7.27µm
_01232_,7.27µm
_05166_,7.27µm
_00228_,7.26µm
_01576_,7.26µm
_01623_,7.26µm
_01750_,7.26µm
_01785_,7.26µm
_02047_,7.26µm
_02826_,7.26µm
_03640_,7.26µm
_04218_,7.26µm
_04381_,7.26µm
_05076_,7.26µm
_05357_,7.26µm
_05696_,7.26µm
_05854_,7.26µm
_06009_,7.26µm
comm_mem_u0.o_img_row03\[28\],7.26µm
comm_mem_u0.reg_wgt_u1.Register_Weight_DataInBUS\[11\],7.26µm
CNNver2_MR1_Load,7.245µm
_03537_,7.23µm
_05945_,7.22µm
_02274_,7.21µm
_02436_,7.21µm
_02908_,7.21µm
_04216_,7.21µm
_04394_,7.21µm
_04775_,7.21µm
_05299_,7.21µm
_05303_,7.21µm
_05753_,7.21µm
_06368_,7.21µm
_06387_,7.21µm
_06532_,7.21µm
_06556_,7.21µm
_06769_,7.21µm
comm_mem_u0.o_wgt_row04\[7\],7.21µm
comm_mem_u0.reg_img_u9.Register_Imag_DataInBUS\[7\],7.21µm
comm_mem_u0.reg_wgt_u0.Register_Weight_DataInBUS\[5\],7.21µm
comm_mem_u0.reg_wgt_u1.Register_Weight_DataInBUS\[4\],7.21µm
comm_mem_u0.reg_wgt_u2.Register_Weight_DataInBUS\[7\],7.21µm
comm_mem_u0.reg_wgt_u3.Register_Weight_DataInBUS\[5\],7.21µm
_00229_,7.2µm
_00231_,7.2µm
_00243_,7.2µm
_00247_,7.2µm
_00468_,7.2µm
_00570_,7.2µm
_01068_,7.2µm
_01402_,7.2µm
_01714_,7.2µm
_02266_,7.2µm
_02305_,7.2µm
_03581_,7.2µm
_03651_,7.2µm
_03869_,7.2µm
_03900_,7.2µm
_04204_,7.2µm
_04215_,7.2µm
_04464_,7.2µm
_04605_,7.2µm
_04655_,7.2µm
_05057_,7.2µm
_05347_,7.2µm
_05446_,7.2µm
_05666_,7.2µm
_05926_,7.2µm
_06040_,7.2µm
_06049_,7.2µm
_06099_,7.2µm
_06201_,7.2µm
_06276_,7.2µm
_06314_,7.2µm
_06355_,7.2µm
_06413_,7.2µm
_06417_,7.2µm
_06422_,7.2µm
_06473_,7.2µm
_06534_,7.2µm
_06563_,7.2µm
_06568_,7.2µm
_06585_,7.2µm
_06598_,7.2µm
_06627_,7.2µm
_06628_,7.2µm
_06632_,7.2µm
_06723_,7.2µm
_06727_,7.2µm
net1127,7.2µm
net1138,7.2µm
net1140,7.2µm
net1234,7.2µm
net1272,7.2µm
net1320,7.2µm
net1321,7.2µm
net1365,7.2µm
net1392,7.2µm
net1405,7.2µm
net1496,7.2µm
net1518,7.2µm
net1530,7.2µm
net1532,7.2µm
net1545,7.2µm
net1575,7.2µm
net1599,7.2µm
net1621,7.2µm
net1714,7.2µm
net1717,7.2µm
net1759,7.2µm
net1767,7.2µm
net1829,7.2µm
net1842,7.2µm
net,7.2µm
_01865_,7.195µm
_03112_,7.185µm
_03342_,7.165µm
_06676_,7.155µm
_00266_,7.15µm
_00396_,7.15µm
_00697_,7.15µm
_00794_,7.15µm
_02375_,7.15µm
_02755_,7.15µm
_03368_,7.15µm
_04045_,7.15µm
_04259_,7.15µm
_04851_,7.15µm
_05061_,7.15µm
_05322_,7.15µm
_05323_,7.15µm
_05341_,7.15µm
_05953_,7.15µm
_06045_,7.15µm
_06644_,7.15µm
_06658_,7.15µm
_06770_,7.15µm
comm_mem_u0.reg_wgt_u0.Register_Weight_DataInBUS\[6\],7.15µm
comm_mem_u0.reg_wgt_u1.Register_Weight_DataInBUS\[3\],7.15µm
comm_mem_u0.reg_wgt_u2.Register_Weight_DataInBUS\[3\],7.15µm
_00410_,7.14µm
_02351_,7.14µm
_03004_,7.14µm
_04744_,7.14µm
_04769_,7.14µm
_04771_,7.14µm
_05736_,7.14µm
_06021_,7.14µm
_06066_,7.14µm
_06662_,7.14µm
_06671_,7.14µm
_06674_,7.14µm
_06746_,7.14µm
_06763_,7.14µm
_01709_,7.13µm
_03239_,7.125µm
_04501_,7.125µm
_06633_,7.12µm
_04109_,7.11µm
_03024_,7.1µm
_00328_,7.09µm
_00982_,7.09µm
_01504_,7.09µm
_02444_,7.09µm
_02494_,7.09µm
_03550_,7.09µm
_04457_,7.09µm
_05181_,7.09µm
_05269_,7.09µm
_05710_,7.09µm
net1122,7.09µm
net1161,7.09µm
net1230,7.09µm
net1277,7.09µm
net1468,7.09µm
net1492,7.09µm
net1558,7.09µm
net1635,7.09µm
net1696,7.09µm
net1739,7.09µm
net1765,7.09µm
net1788,7.09µm
_00204_,7.08µm
_00318_,7.08µm
_00690_,7.08µm
_01073_,7.08µm
_01122_,7.08µm
_03402_,7.08µm
_03636_,7.08µm
_03713_,7.08µm
_04520_,7.08µm
_05124_,7.08µm
_05457_,7.08µm
_06547_,7.08µm
_06565_,7.08µm
net1832,7.08µm
_02870_,7.075µm
_02947_,7.075µm
_03761_,7.075µm
_03838_,7.075µm
_04176_,7.075µm
_05465_,7.075µm
_05743_,7.075µm
_03305_,7.06µm
_04532_,7.06µm
_00614_,7.05µm
_01156_,7.05µm
_05579_,7.05µm
_05404_,7.04µm
_00815_,7.03µm
_00973_,7.03µm
_00990_,7.03µm
_01015_,7.03µm
_01249_,7.03µm
_02086_,7.03µm
_02861_,7.03µm
_04255_,7.03µm
_04734_,7.03µm
comm_mem_u0.reg_wgt_u3.Register_Weight_DataInBUS\[11\],7.03µm
_02516_,7.025µm
_00216_,7.02µm
_00349_,7.02µm
_01096_,7.02µm
_01102_,7.02µm
_01129_,7.02µm
_03283_,7.02µm
_05388_,7.02µm
_05916_,7.02µm
_02680_,7.015µm
_03460_,7.015µm
_05273_,7.015µm
_02766_,7µm
_04001_,6.995µm
_03812_,6.985µm
_03754_,6.98µm
_04559_,6.98µm
_04702_,6.98µm
_05316_,6.98µm
_05607_,6.98µm
_05787_,6.98µm
_05850_,6.98µm
_06474_,6.98µm
_01342_,6.97µm
_03191_,6.97µm
_03493_,6.97µm
_04113_,6.97µm
_04391_,6.97µm
_04921_,6.97µm
_05951_,6.97µm
_06279_,6.97µm
_06375_,6.97µm
_06390_,6.97µm
_06479_,6.97µm
net1211,6.97µm
net1233,6.97µm
net1378,6.97µm
net1411,6.97µm
net1836,6.97µm
_03774_,6.965µm
_04087_,6.965µm
_00227_,6.96µm
_00418_,6.96µm
_00580_,6.96µm
_00593_,6.96µm
_00604_,6.96µm
_02568_,6.96µm
_02672_,6.96µm
_03008_,6.96µm
_03917_,6.96µm
_04736_,6.96µm
_05285_,6.96µm
_05718_,6.96µm
_00633_,6.91µm
_04078_,6.91µm
_05122_,6.91µm
net1222,6.9µm
comm_mem_u0.spi_u0.miso_count\[3\],6.9µm
_04888_,6.885µm
_04609_,6.875µm
_01558_,6.87µm
_02654_,6.87µm
_04710_,6.87µm
_03049_,6.855µm
_01487_,6.85µm
_01327_,6.845µm
_00840_,6.84µm
_01577_,6.84µm
_02204_,6.84µm
_01769_,6.82µm
_01437_,6.815µm
_02129_,6.815µm
_01882_,6.81µm
_04653_,6.805µm
_06406_,6.795µm
_00344_,6.79µm
_00654_,6.79µm
_00701_,6.79µm
_00706_,6.79µm
_00714_,6.79µm
_01075_,6.79µm
_01080_,6.79µm
_01217_,6.79µm
_01228_,6.79µm
_02355_,6.79µm
_04283_,6.79µm
_00051_,6.78µm
_00092_,6.78µm
_00126_,6.78µm
_00200_,6.78µm
_00268_,6.78µm
_01735_,6.78µm
_01771_,6.78µm
_02344_,6.78µm
_02489_,6.78µm
_03175_,6.78µm
_03291_,6.78µm
_03374_,6.78µm
_03425_,6.78µm
_03738_,6.78µm
_03804_,6.78µm
_03863_,6.78µm
_04122_,6.78µm
_04125_,6.78µm
_04129_,6.78µm
_04504_,6.78µm
_04858_,6.78µm
_04944_,6.78µm
_04948_,6.78µm
_05473_,6.78µm
_05899_,6.78µm
_06006_,6.78µm
_06092_,6.78µm
_06667_,6.78µm
_06668_,6.78µm
_06698_,6.78µm
_06703_,6.78µm
_06742_,6.78µm
_06750_,6.78µm
_06751_,6.78µm
_06752_,6.78µm
comm_mem_u0.reg_wgt_u0.Register_Weight_DataInBUS\[1\],6.78µm
comm_mem_u0.reg_wgt_u1.Register_Weight_DataInBUS\[9\],6.78µm
CNNver2_MR2_Load,6.775µm
_00385_,6.73µm
_01631_,6.73µm
_01732_,6.73µm
_01996_,6.73µm
_02341_,6.73µm
_02473_,6.73µm
_02636_,6.73µm
_02984_,6.73µm
_03624_,6.73µm
_03922_,6.73µm
_04029_,6.73µm
_04097_,6.73µm
_04126_,6.73µm
_04477_,6.73µm
_04827_,6.73µm
_04978_,6.73µm
_05071_,6.73µm
_05330_,6.73µm
_05802_,6.73µm
_06330_,6.73µm
_06361_,6.73µm
_06459_,6.73µm
_06564_,6.73µm
comm_mem_u0.reg_img_u8.Register_Imag_DataInBUS\[26\],6.73µm
comm_mem_u0.reg_wgt_u0.Register_Weight_DataInBUS\[4\],6.73µm
_00364_,6.72µm
_00617_,6.72µm
_01599_,6.72µm
_02616_,6.72µm
_03476_,6.72µm
_05176_,6.72µm
_05949_,6.72µm
_06000_,6.72µm
_06090_,6.72µm
_06533_,6.72µm
_06535_,6.72µm
_06561_,6.72µm
_06629_,6.72µm
net1624,6.72µm
net1660,6.72µm
net1745,6.72µm
_04191_,6.715µm
_02933_,6.705µm
_01919_,6.695µm
_05776_,6.685µm
_00482_,6.67µm
_00536_,6.67µm
_00543_,6.67µm
_00688_,6.67µm
_00993_,6.67µm
_01130_,6.67µm
_01136_,6.67µm
_01682_,6.67µm
_02875_,6.67µm
_02883_,6.67µm
_02907_,6.67µm
_03129_,6.67µm
_04119_,6.67µm
_04177_,6.67µm
_04386_,6.67µm
_04645_,6.67µm
_05149_,6.67µm
_05444_,6.67µm
_05960_,6.67µm
_06672_,6.67µm
_06687_,6.67µm
_06693_,6.67µm
comm_mem_u0.reg_wgt_u1.Register_Weight_DataInBUS\[5\],6.67µm
comm_mem_u0.reg_wgt_u2.Register_Weight_DataInBUS\[6\],6.67µm
_00010_,6.66µm
_00689_,6.66µm
_00853_,6.66µm
_00871_,6.66µm
_00874_,6.66µm
_00875_,6.66µm
_00932_,6.66µm
_00963_,6.66µm
_00969_,6.66µm
_01001_,6.66µm
_04083_,6.66µm
_04785_,6.655µm
_06283_,6.645µm
_06419_,6.645µm
_02725_,6.625µm
_04168_,6.62µm
_05380_,6.62µm
_03097_,6.615µm
_00672_,6.61µm
_00911_,6.61µm
_00914_,6.61µm
_00927_,6.61µm
_01677_,6.61µm
_02853_,6.61µm
_03042_,6.61µm
_03430_,6.61µm
_03984_,6.61µm
net1467,6.61µm
net1818,6.61µm
comm_mem_u0.o_wgt_row01\[8\],6.61µm
_00045_,6.6µm
_00093_,6.6µm
_00421_,6.6µm
_01042_,6.6µm
_01070_,6.6µm
_02199_,6.6µm
_02715_,6.6µm
_03040_,6.6µm
_03595_,6.6µm
_03641_,6.6µm
_03976_,6.6µm
_04468_,6.6µm
_04820_,6.6µm
_04843_,6.6µm
_05016_,6.6µm
_05417_,6.6µm
_06235_,6.6µm
_06574_,6.6µm
net1142,6.6µm
net1146,6.6µm
net1239,6.6µm
